patent_id,patent_type,patent_date,patent_title,year
10001246,utility,2018-06-19,Chest-mounted support device,2018
10001247,utility,2018-06-19,"Vacuum heat-insulating material, and heat-insulating container, dwelling wall, transport machine, hydrogen transport tanker, and LNG transport tanker equipped with vacuum heat-insulating material",2018
10001248,utility,2018-06-19,Light bar,2018
10001249,utility,2018-06-19,"Shell integrated light-emitting diode assembly, shell integrated light-emitting diode lamp, and manufacturing method thereof",2018
10001250,utility,2018-06-19,Lighting device,2018
10001251,utility,2018-06-19,Lantern,2018
10001252,utility,2018-06-19,Expanding multi-faced work light flashlight,2018
10001253,utility,2018-06-19,Lamp for vehicle,2018
10001254,utility,2018-06-19,Illuminating device with adjustment of the optical components,2018
10001255,utility,2018-06-19,Custom printed lamp shade,2018
10001256,utility,2018-06-19,Structures subjected to thermal energy and thermal management methods therefor,2018
10001257,utility,2018-06-19,Gradient optics for even light distribution of LED light sources,2018
10001258,utility,2018-06-19,"Light flux control member, light-emitting device, and illumination device",2018
10001259,utility,2018-06-19,Methods for uniform LED lighting,2018
10001260,utility,2018-06-19,Flashlight device for observing objects in a conduit,2018
10001261,utility,2018-06-19,Light source apparatus and projector,2018
10001262,utility,2018-06-19,LED retrofit lamp and process for manufacturing the same,2018
10001263,utility,2018-06-19,Fabric with embedded light emitting diodes (LED),2018
10001264,utility,2018-06-19,Energy-saving recyclable display system,2018
10001265,utility,2018-06-19,Adjustable mounting system for a luminaire,2018
10001266,utility,2018-06-19,Trapezoidal pir sensor lens,2018
10001267,utility,2018-06-19,LED module and lighting assembly having a corresponding module,2018
10001268,utility,2018-06-19,Air-cooled LED light with separation plate,2018
10001269,utility,2018-06-19,"Light source module, fabrication method therefor, and lighting device including the same",2018
10001270,utility,2018-06-19,Housings and related components for luminaires,2018
10001271,utility,2018-06-19,LED lamp forming material and light-pervious waterproof LED lamp,2018
10001272,utility,2018-06-19,Apparatus and method for close coupling of heat recovery steam generators with gas turbines,2018
10001273,utility,2018-06-19,Rotary flame heater,2018
10001274,utility,2018-06-19,"Method for conducting combustion in a furnace in order to limit the production of nitrogen oxides, and installation for implementing said method",2018
10001275,utility,2018-06-19,Aimable well test burner system,2018
10001276,utility,2018-06-19,Safety device for catalytic converter,2018
10001277,utility,2018-06-19,Method for conveying impurities in pressurized fluidized bed incinerator system,2018
10001278,utility,2018-06-19,Apparatus and method for operating a gas-fired burner on liquid fuels,2018
10001279,utility,2018-06-19,Oxy boiler power plant with a heat integrated air separation unit,2018
10001280,utility,2018-06-19,Compensating for thermal expansion via controlled tube buckling,2018
10001281,utility,2018-06-19,Fuel nozzle with dual-staged main circuit,2018
10001282,utility,2018-06-19,Household appliance,2018
10001283,utility,2018-06-19,Cooking device with fat drain,2018
10001284,utility,2018-06-19,Modular vent hood blower kit for in-line or external application,2018
10001285,utility,2018-06-19,Outdoor unit of air conditioner,2018
10001286,utility,2018-06-19,Dehumidifier,2018
10001287,utility,2018-06-19,Piping stick systems,2018
10001288,utility,2018-06-19,Smart fan and ventilation system and method,2018
10001289,utility,2018-06-19,"Apparatus and methods to measure economizer outdoor air fractions and fault detection diagnostics of airflow, cooling capacity, and heating capacity",2018
10001290,utility,2018-06-19,Air-conditioning apparatus control system,2018
10001291,utility,2018-06-19,Two mode thermostat with set-back temperature and humidity set-point feature,2018
10001292,utility,2018-06-19,Fan coil thermostat with activity sensing,2018
10001293,utility,2018-06-19,Method for controlling operation of an HVAC system,2018
10001294,utility,2018-06-19,Air-conditioning apparatus,2018
10001295,utility,2018-06-19,"Blow through direct fired heating, A/C and ERV",2018
10001296,utility,2018-06-19,Condensate neutrilizer adapter cap,2018
10001297,utility,2018-06-19,Free-hanging parabolic trough reflectors for solar energy conversion systems,2018
10001298,utility,2018-06-19,Methods for operating solar-thermochemical processes,2018
10001299,utility,2018-06-19,Blackbody thermal receiver for solar concentrators,2018
10001300,utility,2018-06-19,Coaxial borehole heat exchanger and method of producing the same,2018
10001301,utility,2018-06-19,"Automated, oscillating dual-chambered heat pump, electricity generating, and/or water heating method employing such",2018
10001302,utility,2018-06-19,Phase change compressor cover,2018
10001303,utility,2018-06-19,Rotary compressor,2018
10001304,utility,2018-06-19,Heat medium relay unit and air-conditioning apparatus including the heat medium relay unit,2018
10001305,utility,2018-06-19,Fluid treatment apparatus and method,2018
10001306,utility,2018-06-19,Ice-making freezer cleaning,2018
10001307,utility,2018-06-19,Refrigerator and method for controlling the same,2018
10001308,utility,2018-06-19,Refrigeration cycle device,2018
10001309,utility,2018-06-19,Air-conditioning apparatus,2018
10001310,utility,2018-06-19,Binary refrigeration apparatus,2018
10001311,utility,2018-06-19,"Simple inverter-control-type refrigerator, inverter control unit for refrigerator, and inverter compressor using same",2018
10001312,utility,2018-06-19,Water supply system for an ice making assembly,2018
10001313,utility,2018-06-19,Reusable cryogenic carrying case for biological materials,2018
10001314,utility,2018-06-19,Freezer,2018
10001315,utility,2018-06-19,Domestic/professional refrigerator,2018
10001316,utility,2018-06-19,Freezer air tower and damper,2018
10001317,utility,2018-06-19,Air-conditioning apparatus providing defrosting without suspending a heating operation,2018
10001318,utility,2018-06-19,Heat pump device that draws heat from both the atmosphere and another heat source,2018
10001319,utility,2018-06-19,Method for manufacturing a refrigerating apparatus,2018
10001320,utility,2018-06-19,Laminated structure and vacuum insulating material including the same,2018
10001321,utility,2018-06-19,Illuminated cooler with improved built-in illumination,2018
10001322,utility,2018-06-19,Dual tumble dryer unit and system,2018
10001323,utility,2018-06-19,Thermal gradient exchange materials processing method,2018
10001324,utility,2018-06-19,Method of operating electric arc furnace,2018
10001325,utility,2018-06-19,Formed microchannel heat exchanger with multiple layers,2018
10001326,utility,2018-06-19,Electric power peak-shaving and combined heat and power waste heat recovery device and operation method thereof,2018
10001327,utility,2018-06-19,Heat storing system,2018
10001328,utility,2018-06-19,Charging handle assembly for firearm,2018
10001329,utility,2018-06-19,Firearm with change configuration detection system,2018
10001330,utility,2018-06-19,Magazine release button interference pin assembly and AR-style lower receiver,2018
10001331,utility,2018-06-19,Firearm magazine loader and unloader,2018
10001332,utility,2018-06-19,"Rifle apparatus, system, assembly, and method",2018
10001333,utility,2018-06-19,Barrel latch safety pin,2018
10001334,utility,2018-06-19,Discharge preventer assembly,2018
10001335,utility,2018-06-19,Trigger assembly of a precision guided firearm,2018
10001336,utility,2018-06-19,Auto sear actuation linkage for compact AR-platform firearm,2018
10001337,utility,2018-06-19,Composite multi-lobe projectile barrel,2018
10001338,utility,2018-06-19,Apparatus and method for a weapon simulator,2018
10001339,utility,2018-06-19,Toy gun bullet container structure,2018
10001340,utility,2018-06-19,Thermal shielding and venting system,2018
10001341,utility,2018-06-19,Firearm rail and weights,2018
10001342,utility,2018-06-19,Modular light mountable on a handgun,2018
10001343,utility,2018-06-19,Electrical lighting circuit for a portable light,2018
10001344,utility,2018-06-19,Riser for firearms accessory rails,2018
10001345,utility,2018-06-19,Firearm accessory mount,2018
10001346,utility,2018-06-19,Inflatable blast-induced brain injury prevention device,2018
10001347,utility,2018-06-19,Ballistic resistant vehicle window insert,2018
10001348,utility,2018-06-19,Device and method for dismantling explosive devices,2018
10001349,utility,2018-06-19,"Target attachment systems, main frame for receiving different target attachment systems and methods of using the same",2018
10001350,utility,2018-06-19,Shooting target assembly,2018
10001351,utility,2018-06-19,Decoy cartridge for aircraft,2018
10001352,utility,2018-06-19,Arrow shaft and arrow including the same,2018
10001353,utility,2018-06-19,Lighted nock with an external switch,2018
10001354,utility,2018-06-19,Munition,2018
10001355,utility,2018-06-19,Reduced drag projectiles,2018
10001356,utility,2018-06-19,Collision prevention device of measurer,2018
10001357,utility,2018-06-19,Coordinate measuring apparatus,2018
10001358,utility,2018-06-19,Measuring probe and measuring probe system,2018
10001359,utility,2018-06-19,Retractable index pins and methods of operating thereof,2018
10001360,utility,2018-06-19,Shape measurement device and shape measurement method,2018
10001361,utility,2018-06-19,Inclination detector and onboard apparatus,2018
10001362,utility,2018-06-19,Processing data from a distributed fibre-optic interferometric sensor system,2018
10001363,utility,2018-06-19,Common-path optical fiber-based handheld parallel optical coherence tomography (OCT) apparatus,2018
10001364,utility,2018-06-19,Holding mechanism,2018
10001365,utility,2018-06-19,Methods and systems for forming a mandrel assembly for use with a locating system,2018
10001366,utility,2018-06-19,Coating thickness inspection method and coating thickness inspection device,2018
10001367,utility,2018-06-19,Fiber optic position sensor and method for using,2018
10001368,utility,2018-06-19,"Image measurement apparatus, image measurement method, information processing apparatus, information processing method, and program",2018
10001369,utility,2018-06-19,"Object-point three-dimensional measuring system using multi-camera array, and measuring method",2018
10001370,utility,2018-06-19,Measuring and marking tool,2018
10001371,utility,2018-06-19,Level,2018
10001372,utility,2018-06-19,Angular velocity detection device,2018
10001373,utility,2018-06-19,"Resonator element, electronic device, electronic apparatus, and moving object",2018
10001374,utility,2018-06-19,Micromechanical sensor and method for manufacturing a micromechanical sensor,2018
10001375,utility,2018-06-19,Sensor device,2018
